event	time	athlete	year	gender
rasos100	11.24	JenebaTARMOH	2018	Female
rasos100	11.24	AndreaPURICA	2018	Female
rasos100	11.24	ImaniLANSIQUOT	2018	Female
rasos100	11.24	DezereaBRYANT	2018	Female
rasos100	11.24	DaryllNEITA	2018	Female
rasos100	11.25	IrenaSZEWINSKA	1976	Female
rasos100	11.25	AnnegretRICHTER	1976	Female
rasos100	11.25	EvelynASHFORD	1976	Female
rasos100	11.25	EvelynASHFORD	1977	Female
rasos100	11.25	BrendaMOREHEAD	1978	Female
rasos100	11.25	LindaHAGLUND	1978	Female
rasos100	11.25	EvelynASHFORD	1979	Female
rasos100	11.25	MariaSHISHKOVA	1980	Female
rasos100	11.25	HeatherOAKES	1980	Female
rasos100	11.25	MerleneOTTEY	1983	Female
rasos100	11.25	MollyKILLINGBECK	1983	Female
rasos100	11.25	MaritaKOCH	1983	Female
rasos100	11.25	DianeWILLIAMS	1983	Female
rasos100	11.26	FrédériqueBANGUE	1998	Female
rasos100	11.26	LilianaALLEN	1998	Female
rasos100	11.26	MelindaGAINSFORDTAYLOR	1998	Female
rasos100	11.26	ChandraSTURRUP	1998	Female
rasos100	11.26	VirgenBENAVIDES	1999	Female
rasos100	11.26	TorriEDWARDS	1999	Female
rasos100	11.26	EnduranceOJOKOLO	1999	Female
rasos100	11.26	JulietCUTHBERT	1999	Female
rasos100	11.26	IrinaPUKHA	1999	Female
rasos100	11.26	NatalyaSAFRONNIKOVA	1999	Female
rasos100	11.26	JoiceMADUAKA	1999	Female
rasos100	11.26	GailDEVERS	1999	Female
rasos100	11.26	AndreaPHILIPP	1999	Female
rasos100	11.26	AnzhelaKRAVCHENKO	1999	Female
rasos100	11.26	PetyaPENDAREVA	1999	Female
rasos100	11.26	ManuelaLEVORATO	1999	Female
rasos100	11.26	NovaPERISKNEEBONE	1999	Female
rasos100	11.26	PhilomenaMENSAH	1999	Female
rasos100	11.26	JoanUduakEKAH	1999	Female
rasos100	11.26	LyubovPEREPELOVA	2000	Female
rasos100	11.26	KishaJETT	2000	Female
rasos100	11.26	AyannaHUTCHINSON	2000	Female
rasos100	11.26	CarletteGUIDRY	2000	Female
rasos100	11.26	MarinaTRANDENKOVA	2000	Female
rasos100	11.26	ChristineARRON	2000	Female
rasos100	11.26	MarinaKISLOVA	2000	Female
rasos100	11.26	RachitaMISTRY	2000	Female
rasos100	11.26	PetyaPENDAREVA	2000	Female
rasos100	11.26	MercyNKU	2000	Female
rasos100	11.26	ChristineARRON	2000	Female
rasos100	11.26	BeverlyMCDONALD	2000	Female
rasos100	11.26	MarinaKISLOVA	2001	Female
rasos100	11.26	KimGEVAERT	2001	Female
rasos100	11.26	NatalyaIGNATOVA	2001	Female
rasos100	11.26	FrédériqueBANGUE	2001	Female
rasos100	11.26	ChandraSTURRUP	2001	Female
rasos100	11.26	LéonieMyriamMANI	2001	Female
rasos100	11.26	MaryONYALIOMAGBEMI	2001	Female
rasos100	11.26	GabiROCKMEIER	2001	Female
rasos100	11.26	YuliyaTABAKOVA	2001	Female
rasos100	11.26	EnduranceOJOKOLO	2001	Female
rasos100	11.26	YuliyaTABAKOVA	2001	Female
rasos100	11.26	GloryALOZIE	2001	Female
rasos100	11.26	AidaDIOP	2002	Female
rasos100	11.26	MunaLEE	2002	Female
rasos100	11.26	DebbieFERGUSONMCKENZIE	2002	Female
rasos100	11.26	TorriEDWARDS	2002	Female
rasos100	11.26	FanaASHBY	2002	Female
rasos100	11.26	ChrysteGAINES	2002	Female
rasos100	11.26	ManuelaLEVORATO	2002	Female
rasos100	11.26	ManuelaLEVORATO	2002	Female
rasos100	11.26	KimGEVAERT	2002	Female
rasos100	11.26	EnduranceOJOKOLO	2002	Female
rasos100	11.26	CydonieMOTHERSILL	2003	Female
rasos100	11.26	JudythKITSON	2003	Female
rasos100	11.26	TaynaLAWRENCE	2003	Female
rasos100	11.26	JudythKITSON	2003	Female
rasos100	11.26	IngerMILLER	2003	Female
rasos100	11.26	MarinaKISLOVA	2003	Female
rasos100	11.26	TetyanaTKALICH	2003	Female
rasos100	11.26	MerleneOTTEY	2003	Female
rasos100	11.26	MarinaKISLOVA	2003	Female
rasos100	11.26	MarinaKISLOVA	2003	Female
rasos100	11.26	DebbieFERGUSONMCKENZIE	2003	Female
rasos100	11.26	MerleneOTTEY	2003	Female
rasos100	11.26	MaryONYALIOMAGBEMI	2003	Female
rasos100	11.26	EnduranceOJOKOLO	2003	Female
rasos100	11.26	LaTashaCOLANDER	2004	Female
rasos100	11.26	LaShaunteaMOORE	2004	Female
rasos100	11.26	LarisaKRUGLOVA	2004	Female
rasos100	11.26	CydonieMOTHERSILL	2004	Female
rasos100	11.26	GuzelKHUBBIEVA	2004	Female
rasos100	11.26	LarisaKRUGLOVA	2004	Female
rasos100	11.26	MurielHURTIS	2004	Female
rasos100	11.26	SinaSCHIELKE	2004	Female
rasos100	11.26	BettinaMÜLLERWEISSINA	2004	Female
rasos100	11.26	MercyNKU	2004	Female
rasos100	11.26	VirgenBENAVIDES	2004	Female
rasos100	11.26	SylvianeFELIX	2004	Female
rasos100	11.26	LarisaKRUGLOVA	2004	Female
rasos100	11.26	LyubovPEREPELOVA	2004	Female
rasos100	11.26	MoniqueHENNAGAN	2005	Female
rasos100	11.26	OlgaFYODOROVA	2005	Female
rasos100	11.26	OlgaFYODOROVA	2005	Female
rasos100	11.26	SheriAnnBROOKS	2005	Female
rasos100	11.26	KellyAnnBAPTISTE	2005	Female
rasos100	11.26	LucimarAparecidaDEMOURA	2005	Female
rasos100	11.26	LaurynWILLIAMS	2005	Female
rasos100	11.26	MariyaBOLIKOVA	2005	Female
rasos100	11.26	OlgaFYODOROVA	2005	Female
rasos100	11.26	ChauntaeBAYNE	2006	Female
rasos100	11.26	VirginiaCRAWFORD	2006	Female
rasos100	11.26	TorriEDWARDS	2006	Female
rasos100	11.26	LoloJONES	2006	Female
rasos100	11.26	VirginiaCRAWFORD	2006	Female
rasos100	11.26	KerronSTEWART	2006	Female
rasos100	11.26	ShalondaSOLOMON	2006	Female
rasos100	11.26	BiancaKNIGHT	2006	Female
rasos100	11.26	AlexandriaANDERSON	2006	Female
rasos100	11.26	StephanieDURST	2006	Female
rasos100	11.25	LaShaunteaMOORE	2011	Female
rasos100	11.25	AurieyallSCOTT	2011	Female
rasos100	11.25	JenebaTARMOH	2011	Female
rasos100	11.25	KenyannaWILSON	2011	Female
rasos100	11.25	MariyaRYEMYEN	2011	Female
rasos100	11.25	EnglishGARDNER	2011	Female
rasos100	11.25	TiffanyTOWNSEND	2011	Female
rasos100	11.25	MyriamSOUMARE	2011	Female
rasos100	11.25	AleenBAILEY	2011	Female
rasos100	11.25	GloriaASUMNU	2011	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2011	Female
rasos100	11.25	MichelleLeeAHYE	2011	Female
rasos100	11.25	BlessingOKAGBAREIGHOTEGUONOR	2011	Female
rasos100	11.25	BarbaraPIERRE	2011	Female
rasos100	11.25	SallyPEARSON	2012	Female
rasos100	11.25	BiancaKNIGHT	2012	Female
rasos100	11.25	RuddyZANGMILAMA	2012	Female
rasos100	11.25	PhyliciaGEORGE	2012	Female
rasos100	11.25	AurieyallSCOTT	2012	Female
rasos100	11.25	AleenBAILEY	2012	Female
rasos100	11.25	AleenBAILEY	2012	Female
rasos100	11.25	SchillonieCALVERTPOWELL	2012	Female
rasos100	11.25	AleenBAILEY	2012	Female
rasos100	11.25	AleenBAILEY	2012	Female
rasos100	11.25	VerenaSAILER	2012	Female
rasos100	11.25	KerronSTEWART	2012	Female
rasos100	11.25	KellyAnnBAPTISTE	2012	Female
rasos100	11.25	MelissaBREEN	2013	Female
rasos100	11.25	CierraWHITE	2013	Female
rasos100	11.25	TatjanaPINTO	2013	Female
rasos100	11.25	MaryElizabethSANT	2013	Female
rasos100	11.25	ChauntaeBAYNE	2013	Female
rasos100	11.25	FrancielaDASGRACASKRASUCKI	2013	Female
rasos100	11.25	JessicaYOUNGWARREN	2013	Female
rasos100	11.25	BlessingOKAGBAREIGHOTEGUONOR	2013	Female
rasos100	11.25	OctaviousFREEMAN	2013	Female
rasos100	11.25	SchillonieCALVERTPOWELL	2013	Female
rasos100	11.25	DafneSCHIPPERS	2013	Female
rasos100	11.25	OlesyaPOVH	2013	Female
rasos100	11.25	AnaClaudiaLEMOS	2013	Female
rasos100	11.25	AlexandriaANDERSON	2013	Female
rasos100	11.25	LekeishaLAWSON	2013	Female
rasos100	11.25	JasmineTODD	2014	Female
rasos100	11.25	DesireeHENRY	2014	Female
rasos100	11.25	BiancaWILLIAMS	2014	Female
rasos100	11.25	KerronSTEWART	2014	Female
rasos100	11.25	EzinneOKPARAEBO	2014	Female
rasos100	11.25	ÁngelaGabrielaTENORIO	2014	Female
rasos100	11.25	VerenaSAILER	2014	Female
rasos100	11.25	RemonaBURCHELL	2014	Female
rasos100	11.25	EnglishGARDNER	2014	Female
rasos100	11.25	KatieWISE	2014	Female
rasos100	11.25	CarinaHORN	2014	Female
rasos100	11.25	ShalondaSOLOMON	2014	Female
rasos100	11.25	GloriaASUMNU	2014	Female
rasos100	11.25	MarieJoséeTALOU	2014	Female
rasos100	11.25	VerenaSAILER	2014	Female
rasos100	11.25	CélineDISTELBONNET	2014	Female
rasos100	11.25	MyriamSOUMARE	2014	Female
rasos100	11.25	AshaPHILIP	2014	Female
rasos100	11.25	KerronSTEWART	2014	Female
rasos100	11.25	MichelleLeeAHYE	2014	Female
rasos100	11.25	ShellyAnnFRASERPRYCE	2015	Female
rasos100	11.25	RuddyZANGMILAMA	2015	Female
rasos100	11.25	JamileSAMUEL	2015	Female
rasos100	11.25	GinaLÜCKENKEMPER	2015	Female
rasos100	11.25	SchillonieCALVERTPOWELL	2015	Female
rasos100	11.25	RebekkaHAASE	2015	Female
rasos100	11.25	JamileSAMUEL	2015	Female
rasos100	11.25	ChisatoFUKUSHIMA	2015	Female
rasos100	11.25	MarieJoséeTALOU	2015	Female
rasos100	11.25	AlexandriaANDERSON	2015	Female
rasos100	11.25	ReyareTHOMAS	2015	Female
rasos100	11.25	SimoneFACEY	2015	Female
rasos100	11.25	I'ShuniqueHAMILTON	2016	Female
rasos100	11.25	MorolakeAKINOSUN	2016	Female
rasos100	11.25	MichelleLeeAHYE	2016	Female
rasos100	11.25	JuraLEVY	2016	Female
rasos100	11.25	TiffanyTOWNSEND	2016	Female
rasos100	11.25	LisaMAYER	2016	Female
rasos100	11.25	FeliciaBROWN	2016	Female
rasos100	11.25	GinaLÜCKENKEMPER	2016	Female
rasos100	11.25	TatjanaPINTO	2016	Female
rasos100	11.25	JenniferGALAIS	2016	Female
rasos100	11.25	Me'LisaBARBER	2016	Female
rasos100	11.25	ImaniLANSIQUOT	2016	Female
rasos100	11.25	RamonaPAPAIOANNOU	2016	Female
rasos100	11.25	SemoyHACKETT	2016	Female
rasos100	11.25	RemonaBURCHELL	2016	Female
rasos100	11.25	TahesiaHARRIGANSCOTT	2016	Female
rasos100	11.25	MujingaKAMBUNDJI	2016	Female
rasos100	11.25	ShellyAnnFRASERPRYCE	2016	Female
rasos100	11.25	RosângelaSANTOS	2016	Female
rasos100	11.25	MarieJoséeTALOU	2016	Female
rasos100	11.25	NaomiSEDNEY	2017	Female
rasos100	11.25	DanielleWILLIAMS	2017	Female
rasos100	11.25	DestinyCARTER	2017	Female
rasos100	11.25	BrenessaTHOMPSON	2017	Female
rasos100	11.25	DestinyCARTER	2017	Female
rasos100	11.25	JennaPRANDINI	2017	Female
rasos100	11.25	IngridAUERSWALDLANGE	1984	Female
rasos100	11.25	JeanetteBOLDEN	1984	Female
rasos100	11.25	JeanetteBOLDEN	1984	Female
rasos100	11.25	ValerieBRISCOHOOKS	1984	Female
rasos100	11.25	PaulaDUNNTHOMAS	1986	Female
rasos100	11.25	HeidiElkeGAUGEL	1986	Female
rasos100	11.25	CamilleCOATES	1987	Female
rasos100	11.25	GwenTORRENCE	1987	Female
rasos100	11.25	MichelleBURRELLFINN	1987	Female
rasos100	11.25	PamMARSHALL	1987	Female
rasos100	11.25	JenniferINNISS	1987	Female
rasos100	11.25	AngelaBAILEY	1987	Female
rasos100	11.25	DanetteYOUNGSTONE	1988	Female
rasos100	11.25	DianaDIETZ	1988	Female
rasos100	11.25	IngridAUERSWALDLANGE	1988	Female
rasos100	11.25	LaurenceBILY	1989	Female
rasos100	11.25	PaulineDAVISTHOMPSON	1989	Female
rasos100	11.25	MichelleBURRELLFINN	1993	Female
rasos100	11.25	DesislavaDIMITROVA	1994	Female
rasos100	11.25	ZhannaTARNOPOLSKAYA	1994	Female
rasos100	11.25	MaryTOMBIRISHIRLEY	1994	Female
rasos100	11.25	KwajaleinBUTLER	1995	Female
rasos100	11.25	LilianaALLEN	1995	Female
rasos100	11.25	MelindaSERGENT	1996	Female
rasos100	11.25	IrinaPUKHA	1996	Female
rasos100	11.25	DanetteYOUNGSTONE	1996	Female
rasos100	11.25	AndreaPHILIPP	1996	Female
rasos100	11.25	KaterinaKOFFA	1996	Female
rasos100	11.25	ChiomaAJUNWA	1996	Female
rasos100	11.25	ZhannaPINTUSEVICH	1996	Female
rasos100	11.25	MelindaGAINSFORDTAYLOR	1997	Female
rasos100	11.25	TamekaROBERTS	1997	Female
rasos100	11.25	MelaniePASCHKE	1997	Female
rasos100	11.25	AndreaPHILIPP	1997	Female
rasos100	11.25	SylvianeFELIX	1997	Female
rasos100	11.25	ChiomaAJUNWA	1997	Female
rasos100	11.25	YekaterinaLESHCHOVAGRIGORYEVA	1997	Female
rasos100	11.25	VidaNSIAH	1997	Female
rasos100	11.25	EnduranceOJOKOLO	1997	Female
rasos100	11.25	ChrysteGAINES	1997	Female
rasos100	11.25	KaterinaTHANOU	1997	Female
rasos100	11.25	KaterinaTHANOU	1997	Female
rasos100	11.25	ChirongXIANG	1997	Female
rasos100	11.25	ZhannaPINTUSEVICH	1998	Female
rasos100	11.25	MelindaSERGENT	1998	Female
rasos100	11.25	XiujunZENG	1998	Female
rasos100	11.25	PetyaPENDAREVA	1998	Female
rasos100	11.25	LaKeishaBACKUS	1998	Female
rasos100	11.25	NatalyaSAFRONNIKOVA	1998	Female
rasos100	11.25	CherylTAPLIN	1998	Female
rasos100	11.25	AminataDIOUF	1998	Female
rasos100	11.25	CelenaMONDIEMILNER	1998	Female
rasos100	11.25	CelenaMONDIEMILNER	1998	Female
rasos100	11.25	BeverlyGRANT	1998	Female
rasos100	11.25	NoraIVANOVAEDLETZBERGER	1998	Female
rasos100	11.25	PetyaPENDAREVA	1998	Female
rasos100	11.25	AndreaPHILIPP	1998	Female
rasos100	11.25	JoanUduakEKAH	1999	Female
rasos100	11.25	MerleneFRAZER	1999	Female
rasos100	11.25	JulietCUTHBERT	1999	Female
rasos100	11.25	EnduranceOJOKOLO	1999	Female
rasos100	11.25	VirgenBENAVIDES	1999	Female
rasos100	11.25	PetaGayeDOWDIE	1999	Female
rasos100	11.25	AminataDIOUF	1999	Female
rasos100	11.25	AminataDIOUF	1999	Female
rasos100	11.25	AndreaPHILIPP	1999	Female
rasos100	11.25	EnduranceOJOKOLO	1999	Female
rasos100	11.25	TaynaLAWRENCE	2000	Female
rasos100	11.25	AngelaWILLIAMS	2000	Female
rasos100	11.25	BeverlyMCDONALD	2000	Female
rasos100	11.25	SusanthikaJAYASINGHE	2000	Female
rasos100	11.25	GailDEVERS	2000	Female
rasos100	11.25	ShakediaJONES	2000	Female
rasos100	11.25	GailDEVERS	2000	Female
rasos100	11.25	NanceenPERRY	2000	Female
rasos100	11.25	NatalyaIGNATOVA	2000	Female
rasos100	11.25	ChristineARRON	2000	Female
rasos100	11.25	MerleneOTTEY	2000	Female
rasos100	11.25	BeverlyMCDONALD	2000	Female
rasos100	11.25	VidaNSIAH	2000	Female
rasos100	11.25	XuemeiLI	2000	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2001	Female
rasos100	11.25	AleenBAILEY	2001	Female
rasos100	11.25	MaryONYALIOMAGBEMI	2001	Female
rasos100	11.25	TorriEDWARDS	2001	Female
rasos100	11.25	SinaSCHIELKE	2001	Female
rasos100	11.25	YekaterinaLESHCHOVAGRIGORYEVA	2001	Female
rasos100	11.25	NoraIVANOVAEDLETZBERGER	2001	Female
rasos100	11.25	ManuelaLEVORATO	2001	Female
rasos100	11.25	MurielHURTIS	2002	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2002	Female
rasos100	11.25	PatriciaGIRARD	2002	Female
rasos100	11.25	SinaSCHIELKE	2002	Female
rasos100	11.25	OlenaPASTUSHENKO	2002	Female
rasos100	11.25	ManuelaLEVORATO	2002	Female
rasos100	11.25	YuliyaTABAKOVA	2002	Female
rasos100	11.25	NatashaJOEMAYERS	2002	Female
rasos100	11.25	MurielHURTIS	2002	Female
rasos100	11.25	EnduranceOJOKOLO	2002	Female
rasos100	11.25	ManuelaLEVORATO	2002	Female
rasos100	11.25	VirgenBENAVIDES	2002	Female
rasos100	11.25	TetyanaTKALICH	2003	Female
rasos100	11.25	EricaWHIPPLE	2003	Female
rasos100	11.25	YelenaNEVMERZHITSKAYA	2003	Female
rasos100	11.25	OlenaPASTUSHENKO	2003	Female
rasos100	11.25	EstherMÖLLER	2003	Female
rasos100	11.25	MurielHURTIS	2003	Female
rasos100	11.25	MerleneOTTEY	2003	Female
rasos100	11.25	AngelaWILLIAMS	2003	Female
rasos100	11.25	KimGEVAERT	2003	Female
rasos100	11.25	EnduranceOJOKOLO	2003	Female
rasos100	11.25	KarinMAYRKRIFKA	2003	Female
rasos100	11.25	TorriEDWARDS	2003	Female
rasos100	11.25	YuliyaTABAKOVA	2003	Female
rasos100	11.25	MercyNKU	2003	Female
rasos100	11.25	SimoneFACEY	2004	Female
rasos100	11.25	MunaLEE	2004	Female
rasos100	11.25	MunaLEE	2004	Female
rasos100	11.25	LaVerneJONESFERRETTE	2004	Female
rasos100	11.25	NatashaJOEMAYERS	2004	Female
rasos100	11.25	LaVerneJONESFERRETTE	2004	Female
rasos100	11.25	OksanaGUSKOVAKAYDASH	2004	Female
rasos100	11.25	LyubovPEREPELOVA	2004	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2004	Female
rasos100	11.25	MunaLEE	2004	Female
rasos100	11.25	LyubovPEREPELOVA	2004	Female
rasos100	11.25	VéroniqueMANG	2004	Female
rasos100	11.25	IrinaKHABAROVA	2004	Female
rasos100	11.25	LarisaKRUGLOVA	2004	Female
rasos100	11.25	LaurynWILLIAMS	2004	Female
rasos100	11.25	YuliyaTABAKOVA	2004	Female
rasos100	11.25	YuliyaTABAKOVA	2004	Female
rasos100	11.25	CleoTYSON	2005	Female
rasos100	11.25	OlgaFYODOROVA	2005	Female
rasos100	11.25	SylvieMBALLAELOUNDOU	2005	Female
rasos100	11.25	LucimarAparecidaDEMOURA	2005	Female
rasos100	11.25	KimGEVAERT	2005	Female
rasos100	11.25	IrinaKHABAROVA	2006	Female
rasos100	11.25	TahesiaHARRIGANSCOTT	2006	Female
rasos100	11.25	CleoTYSON	2006	Female
rasos100	11.25	CydonieMOTHERSILL	2006	Female
rasos100	11.25	YekaterinaLESHCHOVAGRIGORYEVA	2006	Female
rasos100	11.25	VidaANIM	2006	Female
rasos100	11.25	YuliyaGUSHCHINA	2006	Female
rasos100	11.25	Me'LisaBARBER	2006	Female
rasos100	11.25	SheroneSIMPSON	2006	Female
rasos100	11.25	SallyPEARSON	2007	Female
rasos100	11.25	SaniROSEBY	2007	Female
rasos100	11.25	OludamolaOSAYOMI	2007	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2007	Female
rasos100	11.25	AlexandriaANDERSON	2007	Female
rasos100	11.25	KerronSTEWART	2007	Female
rasos100	11.25	AngelaDAIGLEBOWEN	2007	Female
rasos100	11.25	YekaterinaLESHCHOVAGRIGORYEVA	2007	Female
rasos100	11.25	FranciscaIDOKO	2007	Female
rasos100	11.25	SaniROSEBY	2007	Female
rasos100	11.25	SherryFLETCHER	2007	Female
rasos100	11.25	TracyAnnROWE	2007	Female
rasos100	11.25	CydonieMOTHERSILL	2007	Female
rasos100	11.25	KimGEVAERT	2007	Female
rasos100	11.25	AllysonFELIX	2007	Female
rasos100	11.25	SusanthikaJAYASINGHE	2007	Female
rasos100	11.25	LaurynWILLIAMS	2007	Female
rasos100	11.25	CydonieMOTHERSILL	2007	Female
rasos100	11.25	MechelleLEWIS	2007	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2007	Female
rasos100	11.25	VidaANIM	2007	Female
rasos100	11.25	AngelaWILLIAMS	2008	Female
rasos100	11.25	AlexisJOYCE	2008	Female
rasos100	11.25	KimGEVAERT	2008	Female
rasos100	11.25	YuliyaNESTERENKO	2008	Female
rasos100	11.25	BiancaKNIGHT	2008	Female
rasos100	11.25	AnastasiyaVINOGRADOVA	2008	Female
rasos100	11.25	NickeishaANDERSON	2008	Female
rasos100	11.25	ShellyAnnFRASERPRYCE	2008	Female
rasos100	11.25	FranciscaIDOKO	2008	Female
rasos100	11.25	CarmelitaJETER	2008	Female
rasos100	11.25	SheroneSIMPSON	2008	Female
rasos100	11.25	Me'LisaBARBER	2008	Female
rasos100	11.25	KimGEVAERT	2008	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2008	Female
rasos100	11.25	JessicaYOUNGWARREN	2009	Female
rasos100	11.25	SchillonieCALVERTPOWELL	2009	Female
rasos100	11.25	BlessingOKAGBAREIGHOTEGUONOR	2009	Female
rasos100	11.25	JessicaYOUNGWARREN	2009	Female
rasos100	11.25	AlexandriaANDERSON	2009	Female
rasos100	11.25	GabrielleMAYO	2009	Female
rasos100	11.25	VidaANIM	2009	Female
rasos100	11.25	ChandraSTURRUP	2009	Female
rasos100	11.25	SheriAnnBROOKS	2009	Female
rasos100	11.25	LaShaunteaMOORE	2009	Female
rasos100	11.25	LaVerneJONESFERRETTE	2009	Female
rasos100	11.25	RuddyZANGMILAMA	2010	Female
rasos100	11.25	RuddyZANGMILAMA	2010	Female
rasos100	11.25	YuliyaBALYKINA	2010	Female
rasos100	11.25	VéroniqueMANG	2010	Female
rasos100	11.25	DebbieFERGUSONMCKENZIE	2010	Female
rasos100	11.25	AnnaGUROVA	2010	Female
rasos100	11.25	MariyaRYEMYEN	2010	Female
rasos100	11.25	VerenaSAILER	2010	Female
rasos100	11.25	MikiahBRISCO	2017	Female
rasos100	11.25	AshleyHENDERSON	2017	Female
rasos100	11.25	SinaMAYER	2017	Female
rasos100	11.25	TiffanyTOWNSEND	2017	Female
rasos100	11.25	SchillonieCALVERTPOWELL	2017	Female
rasos100	11.25	DanielleWILLIAMS	2017	Female
rasos100	11.25	SallyPEARSON	2017	Female
rasos100	11.25	DaryllNEITA	2017	Female
rasos100	11.25	AndreaPURICA	2017	Female
rasos100	11.25	RosângelaSANTOS	2017	Female
rasos100	11.25	IvetLALOVACOLLIO	2017	Female
rasos100	11.25	CarinaHORN	2018	Female
rasos100	11.25	AriannaWASHINGTON	2018	Female
rasos100	11.25	MichelleLeeAHYE	2018	Female
rasos100	11.25	MakenzieDUNMORE	2018	Female
rasos100	11.25	ÁngelaGabrielaTENORIO	2018	Female
rasos100	11.25	KerronSTEWART	2018	Female
rasos100	11.25	MaiaMCCOY	2018	Female
rasos100	11.25	TeahnaDANIELS	2018	Female
rasos100	11.25	AnglerneANNELUS	2018	Female
rasos100	11.25	GinaLÜCKENKEMPER	2018	Female
rasos100	11.25	BrianaWILLIAMS	2018	Female
rasos100	11.25	TamariDAVIS	2018	Female
rasos100	11.25	KerronSTEWART	2018	Female
rasos100	11.25	SherickaJACKSON	2018	Female
rasos100	11.25	VitoriaCristinaROSA	2018	Female
rasos100	11.25	AshaPHILIP	2018	Female
rasos100	11.25	BrianaWILLIAMS	2018	Female
rasos100	11.25	SaloméKORA	2018	Female
rasos100	11.25	BiancaWILLIAMS	2018	Female
rasos100	11.25	CrystalEMMANUEL	2018	Female
rasos100	11.25	YongliWEI	2018	Female
rasos100	11.25	ShellyAnnFRASERPRYCE	2018	Female
rasos100	11.25	IvetLALOVACOLLIO	2018	Female
rasos100	11.25	RosângelaSANTOS	2018	Female
rasos100	11.26	SoniaLANNAMAN	1976	Female
rasos100	11.26	IngeborgHELTEN	1976	Female
rasos100	11.26	ChandraCHEESEBOROUGH	1976	Female
rasos100	11.26	IrenaSZEWINSKA	1977	Female
rasos100	11.26	SoniaLANNAMAN	1977	Female
rasos100	11.26	EvelynASHFORD	1978	Female
rasos100	11.26	VeraKOMISOVA	1980	Female
rasos100	11.26	AliceBROWN	1983	Female
rasos100	11.26	IngridAUERSWALDLANGE	1983	Female
rasos100	11.26	SilkeMÖLLER	1983	Female
rasos100	11.26	OlgaANTONOVA	1983	Female
rasos100	11.26	MerleneOTTEY	1983	Female
rasos100	11.26	JenniferINNISS	1984	Female
rasos100	11.26	MerleneOTTEY	1984	Female
rasos100	11.26	MarinaZHIROVA	1985	Female
rasos100	11.26	JeanetteBOLDEN	1986	Female
rasos100	11.26	HeidiElkeGAUGEL	1986	Female
rasos100	11.26	OlgaZOLOTARYOVA	1987	Female
rasos100	11.26	MerleneOTTEY	1987	Female
rasos100	11.26	GwenTORRENCE	1988	Female
rasos100	11.26	MerleneOTTEY	1988	Female
rasos100	11.26	DanetteYOUNGSTONE	1988	Female
rasos100	11.26	UlrikeSARVARI	1988	Female
rasos100	11.26	GritBREUER	1989	Female
rasos100	11.26	LilianaALLEN	1989	Female
rasos100	11.26	DianeWILLIAMS	1989	Female
rasos100	11.26	MarinaKLEYANKINAMARKINA	1990	Female
rasos100	11.26	NadezhdaROSHCHUPKINA	1990	Female
rasos100	11.26	HeikeDRECHSLER	1991	Female
rasos100	11.26	KerryJOHNSON	1991	Female
rasos100	11.26	GaoHAN	1992	Female
rasos100	11.26	MerleneOTTEY	1992	Female
rasos100	11.26	MarinaTRANDENKOVA	1992	Female
rasos100	11.26	NicoleMITCHELL	1993	Female
rasos100	11.26	CherylTAPLIN	1994	Female
rasos100	11.26	JulietCUTHBERT	1995	Female
rasos100	11.26	ZlatkaGEORGIEVARADUKANOVA	1996	Female
rasos100	11.26	CherylTAPLIN	1996	Female
rasos100	11.26	KaterinaTHANOU	1996	Female
rasos100	11.26	ZundraFEAGINALEXANDER	1996	Female
rasos100	11.26	MelaniePASCHKE	1996	Female
rasos100	11.26	ChiomaAJUNWA	1996	Female
rasos100	11.26	DebbieFERGUSONMCKENZIE	1996	Female
rasos100	11.26	ChandraSTURRUP	1996	Female
rasos100	11.26	PetaGayeDOWDIE	1997	Female
rasos100	11.26	ChandraSTURRUP	1997	Female
rasos100	11.26	MelaniePASCHKE	1997	Female
rasos100	11.26	IngerMILLER	1997	Female
rasos100	11.26	FrédériqueBANGUE	1997	Female
rasos100	11.26	BeverlyMCDONALD	1997	Female
rasos100	11.26	SabrinaKELLY	1997	Female
rasos100	11.26	AndreaPHILIPP	1997	Female
rasos100	11.26	AndreaPHILIPP	1997	Female
rasos100	11.26	BeverlyMCDONALD	1997	Female
rasos100	11.26	JulietCUTHBERT	1997	Female
rasos100	11.26	GloryALOZIE	1998	Female
rasos100	11.26	TorriEDWARDS	1998	Female
rasos100	11.26	AndreaPHILIPP	1998	Female
rasos100	11.26	PatriciaGIRARD	1998	Female
rasos100	11.26	FrédériqueBANGUE	1998	Female
rasos100	11.26	PetyaPENDAREVA	1998	Female
rasos100	11.26	DebbieFERGUSONMCKENZIE	1998	Female
rasos100	11.26	CarletteGUIDRY	1998	Female
rasos100	11.26	MelaniePASCHKE	1998	Female
rasos100	11.26	ChandraSTURRUP	1998	Female
rasos100	11.26	KimGEVAERT	2006	Female
rasos100	11.26	VéroniqueMANG	2006	Female
rasos100	11.26	TorriEDWARDS	2006	Female
